author,title,subtitle,language,categories,description,series,edition,firstPublishDate,published_year,characters,format,genres,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,best_sellers_rank,bookId,buybox_seller,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,product_dimensions,publisher,ratingsByStars,ratings_count,seller_name,setting,soldBy,weight
A.S. Byatt,The Virgin in the Garden,,English,,"The Virgin in the Garden is a wonderfully erudite entertainment in which enlightenment and sexuality, Elizabethan drama and contemporary comedy, intersect richly and unpredictably.",The Frederica Quartet #1,,10/30/78,January 15th 1992,"['Frederica Potter', 'Alexander Wedderburn']",Paperback,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'British Literature', 'Novels', 'Literature', 'Historical', '20th Century', 'Womens', 'Contemporary']",,9780679738299,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399401834l/86888.jpg,3.7,[],95.0,1.0,,86888.The_Virgin_in_the_Garden,,,,,89.0,2967.0,428,,Vintage,"['686', '1113', '841', '251', '76']",,,"['Blesford, Yorkshire, England (United Kingdom)']",,
A.S. Byatt,Sugar and Other Stories,,English,,"A.S. Byatt's short fictions, collected in paperback for the first time, explore the fragile ties between generations, the dizzying abyss of loss and the elaborate memories we construct against it, resulting in a book that compels us to inhabit other lives and returns us to our own with new knowledge, compassion, and a sense of wonder.",,,11/06/87,November 10th 1992,[],Paperback,"['Short Stories', 'Fiction', 'British Literature', 'Historical Fiction', 'Literature', 'Anthologies', '20th Century', 'Literary Fiction', 'Contemporary', 'Short Story Collection']",,9780679742272,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547746574l/98799._SY475_.jpg,3.63,[],83.0,1.0,,98799.Sugar_and_Other_Stories,,,,,91.0,536.0,256,,Vintage,"['93', '207', '190', '38', '8']",,,[],,
A.S. Byatt,Angels and Insects,,English,,"In these breathtaking novellas, A.S. Byatt returns to the territory she explored in Possession: the landscape of Victorian England, where science and spiritualism are both popular manias, and domestic decorum coexists with brutality and perversion. Angels and Insects is ""delicate and confidently ironic.... Byatt perfectly blends laughter and sympathy [with] extraordinary sensuality"" (San Francisco Examiner).",,,10/19/92,March 29th 1994,[],Paperback,"['Fiction', 'Historical Fiction', 'Short Stories', 'Historical', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'British Literature', '20th Century']",,9780679751342,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388255775l/298381.jpg,3.64,[],97.0,2.0,,298381.Angels_and_Insects,,,,,90.0,5279.0,352,,Vintage,"['963', '2129', '1646', '430', '111']",,,[],,
A.S. Byatt,Still Life,,English,,"From the author of The New York Times bestseller Possession, comes a highly acclaimed novel which captures in brilliant detail the life of one extended English family--and illuminates the choices they must make between domesticity and ambition, life and art. Toni Morrison, author of Beloved, writes of Byatt: ""When it comes to probing characters her scalpel is sure but gentle. She is a loving surgeon"".",The Frederica Quartet #2,,05/18/85,1996,['Frederica Potter'],Paperback,"['Fiction', 'British Literature', 'Literature', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Contemporary', 'Historical', 'Modern', '20th Century']",,9780684835037,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348286107l/91519.jpg,3.85,['PEN/Macmillan Silver Pen Award (1986)'],94.0,1.0,,91519.Still_Life,,,,,94.0,2171.0,384,,Scribner,"['555', '905', '582', '97', '32']",,,[],,
A.S. Byatt,Ragnarok,,English,,"Recently evacuated to the British countryside and with World War Two raging around her, one young girl is struggling to make sense of her life. Then she is given a book of ancient Norse legends and her inner and outer worlds are transformed. Intensely autobiographical and linguistically stunning, this book is a landmark work of fiction from one of Britain's truly great writers. Intensely timely it is a book about how stories can give us the courage to face our own demise. The Ragnarok myth, otherwise known as the Twilight of the Gods, plays out the endgame of Norse mythology. It is the myth in which the gods Odin, Freya and Thor die, the sun and moon are swallowed by the wolf Fenrir, the serpent Jörmungandr eats his own tail as he crushes the world and the seas boil with poison. It is only after such monstrous death and destruction that the world can begin anew.Byatt taken this remarkable finale and used it as the underpinning of this highly personal and politically charged retelling.",,,,September 8th 2011,[],Hardcover,"['Fiction', 'Mythology', 'Fantasy', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Historical', 'Novels', 'British Literature', 'Retellings']",,9781847670649,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307571650l/11020173.jpg,3.48,[],100.0,1.0,,11020173-ragnarok,,,,,84.0,4682.0,177,,Canongate,"['807', '1566', '1561', '584', '164']",,,[],,
A.S. King (Goodreads Author),Everybody Sees the Ants,,English,,"Lucky Linderman didn't ask for his life. He didn't ask his grandfather not to come home from the Vietnam War. He didn't ask for a father who never got over it. He didn't ask for a mother who keeps pretending their dysfunctional family is fine. And he didn't ask to be the target of Nader McMillan's relentless bullying, which has finally gone too far.But Lucky has a secret--one that helps him wade through the daily mundane torture of his life. In his dreams, Lucky escapes to the war-ridden jungles of Laos--the prison his grandfather couldn't escape--where Lucky can be a real man, an adventurer, and a hero. It's dangerous and wild, and it's a place where his life just might be worth living. But how long can Lucky keep hiding in his dreams before reality forces its way inside?",,,,October 3rd 2011,[],Hardcover,"['Young Adult', 'Contemporary', 'Magical Realism', 'Fiction', 'Realistic Fiction', 'Fantasy', 'Teen', 'War', 'Family', 'Audiobook']",,9780316129282,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337213907l/9711714.jpg,4.0,"['Milwaukee County Teen Book Award Nominee (2013)', 'Lincoln Award Nominee (2014)', 'Andre Norton Award Nominee (2011)', 'CYBILS Award Nominee for Young Adult Fiction (2011)', 'Missouri Gateway Readers Award Nominee (2014)']",161.0,2.0,,9711714-everybody-sees-the-ants,,,,,93.0,12492.0,279,,"Little, Brown Books for Young Readers","['4359', '4896', '2388', '583', '266']",,,"['Pennsylvania (United States)', 'Arizona (United States)']",,
A.S. King (Goodreads Author),Ask the Passengers,,English,,"Astrid Jones desperately wants to confide in someone, but her mother's pushiness and her father's lack of interest tell her they're the last people she can trust. Instead, Astrid spends hours lying on the backyard picnic table watching airplanes fly overhead. She doesn't know the passengers inside, but they're the only people who won't judge her when she asks them her most personal questions--like what it means that she's falling in love with a girl.As her secret relationship becomes more intense and her friends demand answers, Astrid has nowhere left to turn. She can't share the truth with anyone except the people at thirty thousand feet, and they don't even know she's there. But little does Astrid know just how much even the tiniest connection will affect these strangers' lives--and her own--for the better.In this truly original portrayal of a girl struggling to break free of society's definitions, Printz Honor author A.S. King asks readers to question everything--and offers hope to those who will never stop seeking real love.",,,,October 23rd 2012,['Astrid Jones'],Hardcover,"['Young Adult', 'LGBT', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'Queer', 'Magical Realism', 'Teen', 'Coming Of Age']",,9780316194686,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371850438l/13069935.jpg,3.86,"['Los Angeles Times Book Prize for Young Adult Literature (2012)', 'Rhode Island Teen Book Award Nominee (2014)', 'Milwaukee County Teen Book Award Nominee (2014)', 'Amelia Elizabeth Walden Award Nominee (2013)', 'Lincoln Award Nominee (2015)', 'James Cook Book Award (2013)']",486.0,5.0,,13069935-ask-the-passengers,,,,,90.0,23666.0,304,,"Little, Brown BFYR","['7378', '8590', '5363', '1583', '752']",,,['Pennsylvania (United States)'],,
A.S. King (Goodreads Author),Reality Boy,,English,,"Gerald Faust knows exactly when he started feeling angry: the day his mother invited a reality television crew into his five-year-old life. Twelve years later, he’s still haunted by his rage-filled youth—which the entire world got to watch from every imaginable angle—and his anger issues have resulted in violent outbursts, zero friends, and clueless adults dumping him in the special education room at school.Nothing is ever going to change. No one cares that he’s tried to learn to control himself, and the girl he likes has no idea who he really is. Everyone’s just waiting for him to snap…and he’s starting to feel dangerously close to doing just that.In this fearless portrayal of a boy on the edge, highly acclaimed Printz Honor author A.S. King explores the desperate reality of a former child “star” who finally breaks free of his anger by creating possibilities he never knew he deserved.",,,09/10/13,October 22nd 2013,['Gerald Faust'],Hardcover,"['Young Adult', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Romance', 'Teen', 'Abuse', 'Family', 'Coming Of Age', 'Mental Health']",,9780316222709,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362502869l/17332968.jpg,3.82,"[""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2015)"", 'Milwaukee County Teen Book Award Nominee (2015)']",176.0,2.0,,17332968-reality-boy,,,,,90.0,10870.0,353,,"Little, Brown Books for Young Readers","['3081', '4182', '2550', '696', '361']",,,[],,
A.S. King (Goodreads Author),Please Ignore Vera Dietz,,English,,"Vera’s spent her whole life secretly in love with her best friend, Charlie Kahn. And over the years she’s kept a lot of his secrets. Even after he betrayed her. Even after he ruined everything. So when Charlie dies in dark circumstances, Vera knows a lot more than anyone—the kids at school, his family, even the police. But will she emerge to clear his name? Does she even want to? Edgy and gripping, Please Ignore Vera Dietz is an unforgettable novel: smart, funny, dramatic, and always surprising.",,,,October 12th 2010,[],Hardcover,"['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mystery', 'Teen', 'Coming Of Age', 'Romance', 'Death', 'Audiobook']",,9780375865862,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394240671l/6665671.jpg,3.87,"['Edgar Award Nominee for Best Young Adult (2011)', 'Michael L. Printz Award Nominee (2011)', 'Goodreads Choice Award Nominee for Young Adult Fiction (2010)']",848.0,9.0,,6665671-please-ignore-vera-dietz,,,,,91.0,27228.0,327,,Alfred A. Knopf Books for Young Readers,"['8211', '10458', '6048', '1715', '796']",,,['Pennsylvania (United States)'],,
A.S. King (Goodreads Author),The Dust of 100 Dogs,,English,,"In the late seventeenth century, famed teenage pirate Emer Morrisey was on the cusp of escaping the pirate life with her one true love and unfathomable riches when she was slain and cursed with ""the dust of one hundred dogs,"" dooming her to one hundred lives as a dog before returning to a human body-with her memories intact.Now she's a contemporary American teenager and all she needs is a shovel and a ride to Jamaica.",,,01/13/09,February 8th 2009,"['Emer Morrisey', 'Saffron Adams']",Paperback,"['Young Adult', 'Fantasy', 'Historical Fiction', 'Pirates', 'Fiction', 'Historical', 'Adventure', 'Teen', 'Romance', 'Magical Realism']",,9780738714264,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348138396l/3873328.jpg,3.62,['CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2009)'],80.0,1.0,,3873328-the-dust-of-100-dogs,,,,,85.0,3171.0,336,,Flux,"['773', '1045', '879', '337', '137']",,,[],,
A.S. King (Goodreads Author),Still Life with Tornado,,English,,"“I am sixteen years old. I am a human being.”Actually Sarah is several human beings. At once. And only one of them is sixteen. Her parents insist she’s a gifted artist with a bright future, but now she can’t draw a thing, not even her own hand. Meanwhile, there’s a ten-year-old Sarah with a filthy mouth, a bad sunburn, and a clear memory of the family vacation in Mexico that ruined everything. She’s a ray of sunshine compared to twenty-three-year-old Sarah, who has snazzy highlights and a bad attitude. And then there’s forty-year-old Sarah (makes good queso dip, doesn’t wear a bra, really wants sixteen-year-old Sarah to tell the truth about her art teacher). They’re all wandering Philadelphia—along with a homeless artist allegedly named Earl—and they’re all worried about Sarah’s future.But Sarah’s future isn’t the problem. The present is where she might be having an existential crisis. Or maybe all those other Sarahs are trying to wake her up before she’s lost forever in the tornado of violence and denial that is her parents’ marriage.“I am a human being. I am sixteen years old. That should be enough.”",,,,October 11th 2016,[],Hardcover,"['Young Adult', 'Magical Realism', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Family', 'Fantasy', 'Mental Health', 'Abuse', 'Audiobook']",,9781101994887,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467452390l/28588459.jpg,3.83,['NAIBA Book of the Year for Young Adult (2017)'],94.0,1.0,,28588459-still-life-with-tornado,,,,,90.0,6042.0,295,,Dutton Books for Young Readers,"['1705', '2347', '1400', '410', '180']",,,"['Philadelphia, Pennsylvania (United States)', 'Mexico']",,
A.S. King (Goodreads Author),Glory O'Brien's History of the Future,,English,,"In this masterpiece about freedom, feminism, and destiny, Printz Honor author A.S. King tells the epic story of a girl coping with devastating loss at long last--a girl who has no idea that the future needs her, and that the present needs her even more.Graduating from high school is a time of limitless possibilities--but not for Glory, who has no plan for what's next. Her mother committed suicide when Glory was only four years old, and she's never stopped wondering if she will eventually go the same way...until a transformative night when she begins to experience an astonishing new power to see a person's infinite past and future. From ancient ancestors to many generations forward, Glory is bombarded with visions--and what she sees ahead of her is terrifying: A tyrannical new leader raises an army. Women's rights disappear. A violent second civil war breaks out. And young girls vanish daily, sold off or interned in camps. Glory makes it her mission to record everything she sees, hoping her notes will somehow make a difference. She may not see a future for herself, but she'll do anything to make sure this one doesn't come to pass.",,,,October 14th 2014,[],Kindle Edition,"['Young Adult', 'Magical Realism', 'Contemporary', 'Fantasy', 'Fiction', 'Science Fiction', 'Teen', 'Audiobook', 'Dystopia', 'Feminism']",,B00I828860,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389635408l/17453303.jpg,3.8,"['Rhode Island Teen Book Award Nominee (2016)', 'Amelia Elizabeth Walden Award (2015)', 'Andre Norton Award Nominee (2014)', 'NAIBA Book of the Year for Young Adult (2015)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2016)']",97.0,1.0,,17453303-glory-o-brien-s-history-of-the-future,,,,,88.0,9102.0,308,,"Little, Brown Books for Young Readers","['2785', '3125', '2131', '733', '328']",,,[],,
A.S. King (Goodreads Author),I Crawl Through It,,English,,"Four talented teenagers are traumatized-coping with grief, surviving date rape, facing the anxiety of standardized tests and the neglect of self-absorbed adults--and they'll do anything to escape the pressure. They'll even build an invisible helicopter, to fly far away to a place where everyone will understand them... until they learn the only way to escape reality is to face it head-on.",,,,September 22nd 2015,[],Kindle Edition,"['Young Adult', 'Contemporary', 'Magical Realism', 'Fiction', 'Mental Health', 'Fantasy', 'Teen', 'Realistic Fiction', 'Mental Illness', 'Audiobook']",,B00RTY0D1Q,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424980893l/23203744.jpg,3.52,[],193.0,2.0,,23203744-i-crawl-through-it,,,,,80.0,2773.0,336,,"Little, Brown Books for Young Readers","['674', '836', '712', '365', '186']",,,[],,
A.S. Neill,The Last Man Alive,,English,,The adventures of a group who survived a poisonous cloud that turned everyone else into stone.,,,10/30/38,January 1st 1969,[],Unknown Binding,"['Fiction', 'Childrens', 'Science Fiction', 'Young Adult', 'German Literature']",,9780805510768,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357082993l/888947.jpg,4.03,['Buxtehuder Bulle (1971)'],99.0,1.0,,888947.The_Last_Man_Alive,,,,,91.0,193.0,255,,Hart Publishing Company,"['84', '54', '37', '13', '5']",,,[],,
A.S. Patric (Goodreads Author),Black Rock White City,,English,,"Black Rock White City is a novel about the damages of war, the limits of choice, and the hope of love. During a hot Melbourne summer Jovan’s cleaning work at a bayside hospital is disrupted by acts of graffiti and violence becoming increasingly malevolent. For Jovan the mysterious words that must be cleaned away dislodge the poetry of the past. He and his wife Suzana were forced to flee Sarajevo and the death of their children.  Intensely human, yet majestic in its moral vision, Black Rock White City is an essential story of Australia’s suburbs now, of displacement and immediate threat, and the unexpected responses of two refugees as they try to reclaim their dreams. It is a breathtaking roar of energy that explores the immigrant experience with ferocity, beauty and humour.",,,,April 2015,[],Paperback,"['Fiction', 'Australia', 'War', 'Literary Fiction', 'Contemporary', 'Literature', 'Book Club', 'Adult', 'Novels', 'Crime']",,9781921924835,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423481182l/24887441.jpg,3.53,['Miles Franklin Literary Award for Literary Fiction (2016)'],98.0,1.0,,24887441-black-rock-white-city,,,,,87.0,1552.0,246,,Transit Lounge Australia,"['243', '595', '509', '155', '50']",,,[],,
A.S.A. Harrison,The Silent Wife,,English,,"Told in alternating voices, ""The Silent Wife ""is about a marriage in the throes of dissolution, a couple headed for catastrophe, concessions that can't be made, and promises that won't be kept.",,,10/28/13,June 25th 2013,"['Jodi Brett', 'Todd Gilbert', 'Natasha Kovacs']",Paperback,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Drama', 'Crime', 'Audiobook', 'Psychological Thriller', 'Contemporary']",,9780143123231,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356094989l/16171291.jpg,3.31,['Goodreads Choice Award Nominee for Mystery & Thriller (2013)'],731.0,8.0,,16171291-the-silent-wife,,,,,81.0,99704.0,326,,Penguin Books,"['12074', '30088', '38427', '15020', '4095']",,,"['Chicago, Illinois (United States)', 'Illinois (United States)']",,
"A.V. Club (Goodreads Author) (Editor), Chuck Klosterman (Foreword)","Inventory: 16 Films Featuring Manic Pixie Dream Girls, 10 Great Songs Nearly Ruined by Saxophone, and 100 More Obsessively Specific Pop-Culture Lists",,English,,"Each week, the writers of The A.V. Club issue a slightly slanted pop-culture list filled with challenging opinions (Is David Bowie's ""Young Americans"" nearly ruined by saxophone?) and fascinating facts. Exploring 24 great films too painful to watch twice, 14 tragic movie-masturbation scenes, 18 songs about crappy cities, and much more, Inventory combines a massive helping of new lists created especially for the book with a few favorites first seen at avclub.com and in the pages of The A.V. Club's sister publication, The Onion.   But wait! There's more: John Hodgman offers a set of minutely detailed (and probably fictional) character actors. Patton Oswalt waxes ecstatic about the ""quiet film revolutions"" that changed cinema in small but exciting ways. Amy Sedaris lists 50 things that make her laugh. ""Weird Al"" Yankovic examines the noises of Mad magazine's Don Martin. Plus lists from Paul Thomas Anderson, Robert Ben Garant, Tom Lennon, Andrew W.K., Tim and Eric, Daniel Handler, and Zach Galifianakis -- and an epic foreword from essayist Chuck Klosterman.",,,September 21st 2009,October 13th 2009,[],Paperback,"['Nonfiction', 'Pop Culture', 'Humor', 'Music', 'Film', 'Reference', 'Media Tie In', 'Essays', 'Criticism', 'Tv']",,9781416594734,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442794659l/6314425._SX318_.jpg,3.76,[],3.0,1.0,,6314425-inventory,,,,,93.0,1092.0,256,,Scribner,"['231', '458', '323', '66', '14']",,,[],,
A.W. Exley (Goodreads Author),Nefertiti's Heart,,English,,"Cara Devon has always suffered curiosity and impetuousness, but tangling with a serial killer might cure that. Permanently.1861. Cara has a simple mission in London – finalise her father’s estate and sell off his damned collection of priceless artifacts. Her plan goes awry when a killer stalks the nobility, searching for an ancient Egyptian relic rumoured to hold the key to immortality.Nathaniel Trent, known as the villainous viscount, is relentless in his desire to lay his hands on both Cara and the priceless artifacts. His icy exterior and fiery touch stirs Cara’s demons, or could he lay them to rest?Self-preservation fuels Cara’s search for the gem known as Nefertiti’s Heart. In a society where everyone wears a mask to hide their true intent, she needs to figure out who to trust, before she sacrifices her own heart and life.",Artifact Hunters #1,,02/11/13,February 14th 2013,[],ebook,"['Steampunk', 'Fantasy', 'Romance', 'Mystery', 'Historical Fiction', 'Historical', 'Fiction', 'Science Fiction', 'Paranormal', 'Adventure']",,9781620071786,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356045098l/16164095.jpg,3.83,['Kindle Book Award for Sci-Fi/Fantasy (2014)'],87.0,1.0,,16164095-nefertiti-s-heart,,,,,89.0,4890.0,280,,Curiosity Quills Press,"['1537', '1690', '1117', '385', '161']",,,[],,
A.W. Exley (Goodreads Author),Hatshepsut's Collar,,English,,"""Loving you is easy, it's living with you that's killing me.""An ancient Egyptian artifact is driving Queen Victoria insane, and that's not top of Cara Devon's growing list of problems.Viscount Nathaniel Lyons is a man of numerous secrets, but there is one in particular that threatens his fledgling relationship with Cara. Stunned by Nate's revelation, and before she can absorb the ramifications of his actions, he is arrested, charged with treason and imprisoned in the grim Tower of London. He stole something the mad queen wants, and only has days to deliver, before his date with the executioner.Although sorely tempted, Cara can't let him die on Tower Green, not when their connection means she would share his fate.Only together can Cara and Nate figure out how to wrestle Hatshepsut's Collar from around the queen's neck, before she plunges Britain into a world war. The search for answers sends Cara to the opulent Winter Palace of St Petersburg and the frozen depths of Siberia, with every step shadowed by an enemy with his own dark plans.",Artifact Hunters #2,,11/12/13,November 13th 2013,[],Paperback,"['Steampunk', 'Fantasy', 'Romance', 'Mystery', 'Historical', 'Paranormal', 'Historical Fiction', 'Science Fiction', 'Fiction', 'Adventure']",,9781620073995,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384341393l/18796312.jpg,4.11,[],89.0,1.0,,18796312-hatshepsut-s-collar,,,,,96.0,1630.0,280,,Curiosity Quills Press,"['620', '646', '295', '55', '14']",,,[],,
A.W. Exley (Goodreads Author),The Missing Mechanical Mouse,,English,,,,,,August 2013,[],ebook,"['Steampunk', 'Historical', 'Romance']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375583452l/18275890.jpg,3.95,[],88.0,1.0,,18275890-the-missing-mechanical-mouse,,,,,97.0,107.0,30,,,"['30', '45', '29', '3', '0']",,,[],,
A.W. Tozer,The Knowledge of the Holy,,English,,"The Knowledge of the Holy by popular evangelical author and Christian mystic A.W. Tozer illuminates God’s attributes—from wisdom, to grace, to mercy—and in doing so, attempts to restore the majesty and wonder of God in the hearts and minds of all Christians. A modern classic of Christian testimony and devotion, The Knowledge of the Holy shows us how we can rejuvenate our prayer life, meditate more reverently, understand God more deeply, and experience God’s presence in our daily lives. ",,,10/28/61,October 6th 1978,[],Paperback,"['Theology', 'Christian', 'Nonfiction', 'Christianity', 'Faith', 'Christian Living', 'Religion', 'Spirituality', 'Classics', 'Christian Non Fiction']",,9780060684129,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411484750l/666758.jpg,4.37,[],311.0,4.0,,666758.The_Knowledge_of_the_Holy,,,,,95.0,21251.0,117,,HarperOne,"['12678', '5282', '2258', '605', '428']",,,[],,
A.W. Tozer,The Pursuit of God: The Human Thirst for the Divine,,English,,"“As the hart panteth after the water brooks, so panteth my soul after thee, O God.” This thirst for an intimate relationship with God, claims A.W. Tozer, is not for a select few, but should be the experience of every follower of Christ.  Here is a masterly study of the inner life by a heart thirsting after God. Here is a book for every child of God, pastor, missionary, and Christian. It deals with the deep things of God and the riches of His grace.  In The Pursuit of God, Tozer sheds light on the path to a closer walk with God.",,,10/30/48,December 1st 1982,[],Paperback,"['Christian', 'Theology', 'Nonfiction', 'Christian Living', 'Christianity', 'Religion', 'Faith', 'Spirituality', 'Classics', 'Christian Non Fiction']",,9780875093666,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387714034l/672493.jpg,4.34,[],140.0,2.0,,672493.The_Pursuit_of_God,,,,,94.0,59902.0,128,,Christian Publications,"['35065', '15208', '6306', '1772', '1551']",,,[],,
A.W. Tozer,The Attributes of God: A Journey Into the Father's Heart,,,,"God's Infinitude, Immensity, Goodness, Justice, Mercy, Grace, Omnipresence, Immanence, Holiness, Perfection all answer, what is God like? For A.W. Tozer, there is no question more important. In fact, Tozer's desire to know God and His fullness consumed his entire life and ministry.Originally preached as sermons at Southside Alliance Church in Chicago, this first volume of The Attributes of God examines ten attributes of God. A study guide has been added for an in depth look at each attribute. This all important book deals with the most important subject matter of God's traits. We should esteem Him stricken, smitten and afflicted, yet see Him as our Creator and King in awe, wonder, and fear with righteousness and amazement. How can we even be allowed to have a glimpse of His beauty, compassion, and grace?",The Attributes of God #1,,10/30/96,July 28th 2003,[],Paperback,"['Christian', 'Theology', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Christian Living', 'Spirituality', 'Christian Non Fiction', 'God']",,9780875099576,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418766111l/252786.jpg,4.4,[],98.0,1.0,,252786.The_Attributes_of_God,,,,,97.0,1373.0,176,,Christian Publications,"['797', '389', '148', '23', '16']",,,[],,
A.W. Tozer,Man-The Dwelling Place of God,,,,"At the hidden center of man's being is the dwelling place of the Triune God.  It is such a private, intimate place that no one can intrude but Christ, and even He will enter only through an invitation of faith. Once the Spirit enters the core of the believer's heart and establishes residence there, man becomes a true child of God. But baptism, confirmation, receiving the sacraments, church membership, etc., mean nothing unless God has truly inhabited the soul.In Man: The Dwelling Place of God, Tozer reveals what it truly means to have Christ within us—like leaving your old life behind, understanding the Bible, making godly choices, loving God for Himself, Christian fellowship, and more.",,,01/01/66,June 1st 2019,[],Kindle Edition,"['Christian', 'Theology', 'Faith', 'Nonfiction', 'Christianity', 'Christian Living', 'Religion', 'Spirituality', 'Christian Non Fiction']",,B07SWH9YF8,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559856120l/46189105._SY475_.jpg,4.5,[],87.0,1.0,,46189105-man-the-dwelling-place-of-god,,,,,98.0,1071.0,154,,GLH Publishing,"['676', '281', '91', '17', '6']",,,[],,
"A.Z. Manfred, محمدتقی فرامرزی",تاریخ مختصر جهان,,Persian,,"A Short history of the world, ‏‫ A.Z. ‭Manfredعنوان: تاریخ مختصر جهان در چهار جلد؛ نویسندگان: م‌.و. نچکینا؛ اکساندر آندریوویچ گوبر؛ ... [و دیگران]؛ ویراستار: آلبرت زاخارویچ مانفرد؛ تهران، نشر بین الملل؛ چاپ نخست: جلد اول 1353، چاپ دوم 1356؛ در 260 ص؛ جلد دوم 1357، جلد سوم 1359، جلد چهارم 1359؛ چاپ دیگر: تهران، انتشارات دنیا، 1356؛ چاپ دیگر: گوتنبرگ؛ چاپ دیگر: تهران، فردوس، 1387، در یک جلد 654 ص؛ فهرست: جامعه ابتدائی، خاورمیانه، تمدنهای باستانی چین و هند، تاریخ ماقبل کلاسیک یونان، یونان در قرنهای پنجم و چهارم پیش از میلاد، بحران در جامعه یونان، پیدایش مقدونیه و امپراطوری اسکندر کبیر، نخستین دوران تاریخ روم، روم در عصر امپراطوران، گذار به فئودالیسم و پیدایش نخستین دولتهای فئودالی در اروپا، پیدایش و تکامل روابط فئودالی در آسیای شرقی، جنوب شرقی و جنوبی، کی یف روس، گذار به فئودالیسم در خاورمیانه و آسیای میانه، اروپای غربی در قرنهای یازدهم تا پانزدهم، مبارزه ملتهای اروپای شرقی و مرکزی، چین، آسیای میانه، و ماوراء قفقاز علیه هجوم بیگانه در قرن سیزدهم، تشکیل دولت متحد روسیه، پیدایش سرمایه داری در اروپای غربی، اروپائیان بر آمریکا چیره میشوند، دولت متمرکز روسیه از اواخر قرن پانزدهم تا قرن هفدهم جنگ دهقانی، آسیا در قرن شانزدهم و هفدهم",,,,1977,[],Paperback,[],,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481441545l/3353071.jpg,3.4,[],100.0,1.0,,3353071,,,,,80.0,5.0,302,,انتشارات دنیا,"['0', '3', '1', '1', '0']",,,"['Iran, Islamic Republic of']",,
A.g. Apolloni,Zomb,,,,,,,,,[],,[],,9999999999999,,,4.4,[],90.0,1.0,,23599934-zomb,,,,,100.0,5.0,,,,"['3', '1', '1', '0', '0']",,,[],,
AHMED FAYEZ (Goodreads Author),لمحات,,Arabic,,[عندما تظنُّ أنَّ الأمورَ قد أضحتْ مستحيلةً فكّرْ بطريقةٍ مختلفةٍ],,1st ed.,,2011,[],ebook,"['Short Stories', 'Fiction']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566171421l/10493208.jpg,3.67,[],89.0,1.0,,10493208,,,,,87.0,126.0,120,,,"['28', '51', '30', '12', '5']",,,[],,
