author,title,subtitle,language,categories,description,series,edition,firstPublishDate,published_year,characters,format,genres,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,best_sellers_rank,bookId,buybox_seller,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,product_dimensions,publisher,ratingsByStars,ratings_count,seller_name,setting,soldBy,weight
"50 Cent, Robert Greene (Goodreads Author)",The 50th Law,,English,,"In The 50th Law, hip hop and pop culture icon 50 Cent (aka Curtis Jackson) joins forces with Robert Greene, bestselling author of The 48 Laws of Power, to write a bible for success in life and work based on a single principle: fear nothing.With intimate stories from 50 Cent's life on the streets and in the boardroom as he rose to fame after the release of his album Get Rich or Die Tryin, as well as examples of others who have overcome adversity through understanding and practicing The 50th Law, this deeply inspirational book is perfect for entrepreneurs as well as anyone interested in the extraordinary life of Curtis Jackson.",,,10/01/08,September 8th 2009,[],Hardcover,"['Business', 'Self Help', 'Nonfiction', 'Psychology', 'Philosophy', 'Personal Development', 'Biography', 'Leadership', 'Audiobook', 'Entrepreneurship']",,9780061774607,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348220810l/6043946.jpg,4.15,[],159.0,2.0,,6043946-the-50th-law,,,,,94.0,7740.0,291,,HarperStudio,"['3388', '2657', '1265', '331', '99']",,,['United States of America'],,
A'Mera Frieman,Victoria's Beginning,,,,"Breaking the line: Victoria’s Beginning follows the life of young Christian girl, Victoria Roberts. Born with White skin and blue eyes to the embarrassment of her darker skinned parents, Tess and Clyde, Victoria faces rejection and colorism at an early age. Tess and Clyde send Victoria away to Dallas to live with her childless aunts, Charlotte and Mary. Charlotte is a wealthy widow, and Mary is clairvoyant. Mary has seen the difficult road ahead for Victoria if she makes the wrong choices because of her appearance. Because of this, Charlotte, Mary, and Victoria’s maternal grandparents, Chandra and Ed, shower Victoria with love and encourage her unique intelligence and talents to help keep her on the right path. However, Clyde and Tess, along with Clyde’s domineering, voodoo practicing mother, Betts, begin to spitefully interfere and attempt to crush and cower Victoria’s spirit. Can Victoria withstand the vindictive influence of Betts and her parents? Will she be able to remain true to her faith and herself to overcome the trials of her childhood and find her destiny as an adult? Or will she succumb to evil and find herself creating a line that she cannot break?",Victoria's Journey #1,,07/18/13,December 6th 2013,[],ebook,[],,9781310260728,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414089779l/21781544.jpg,4.12,['National Indie Excellence Awards for African-American Fiction (2015)'],98.0,1.0,,21781544-victoria-s-beginning,,,,,88.0,17.0,,,Smashwords Edition,"['10', '2', '3', '1', '1']",,,[],,
A'Mera Frieman,Victoria's Choice,,,,"In Victoria’s Choice, the highly anticipated sequel to the Bestselling Book 1, Victoria’s Beginning, Victoria discovers that the decision she made on her wedding day has terrible consequences. Trapped by her own hand in an abusive marriage, Victoria allows the darkness to give her comfort in her despair. She travels back to Carson, and we catch up with some of our favorite characters: Big Mama Chandra, Grandpa Ed, and her aunts, Charlotte and Mary. Temptation rears its head in the form of a lost love, but a heartbreaking loss gives Victoria the strength to finally face her parents, Clyde and Tess. Victoria begins to question Mary’s visions that her child will break the line, and she becomes depressed when no such child appears. Frustrated and discouraged, Victoria finds a light in the darkness. However, has she missed her chance to “break the line”, or will she finally be able to make the right choice to find her joy?",Victoria's Journey #2,,12/19/13,December 21st 2013,[],ebook,[],,9781311888679,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412284821l/21782752.jpg,4.4,[],97.0,1.0,,21782752-victoria-s-choice,,,,,100.0,5.0,,,Smashwords Edition,"['3', '1', '1', '0', '0']",,,[],,
A'Mera Frieman,The Legacy,,English,,"The Legacy is the fourth and final book of the Victoria's Journey series. Bestselling author, A'Mera Frieman, has taken readers on an incredible journey into the fictional drama, based on her mother's life as a single mother trying to raise her children in a world of poverty, ridicule, and prejudice while holding firm to her strength and Christian values.  Victoria returns home to Carson to repair the damage to her family from Harlan's selfish choices. The struggles that she faces in raising her six children alone with limited help from her surrounding family begin to take their toll on Victoria's health. She discovers love at last in the arms of William but finds obstacles in their way to happiness in her own insecurities and his mother's interference. Victoria is challenged to accept the shred of darkness that remains in her spirit to protect her family. As her body begins to deteriorate, Victoria finds solace in her youngest daughter, Valora, especially when her twin daughters, Gia and Leah, unleash their bitterness and rage from the past. Victoria faces incredible losses and the lingering darkness that waits in the shadows to reconnect the line. Will Victoria surrender in the face of regret, Gia and Leah's bitterness, and her blind devotion to Valora? Or will her wisdom and legacy destroy the darkness once and for all? ",Victoria's Journey #4,,,May 8th 2015,[],Kindle Edition,[],,B00WTNE1E2,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431104121l/25505799.jpg,4.0,[],100.0,1.0,,25505799-the-legacy,,,,,100.0,2.0,175,,Breaking the Line Books,[],,,[],,
"A'Mera Frieman, Heather Fuller (Illustrations)",Joy,,English,,"Joy, the third installment of the popular Victoria's Journey series, reveals Victoria's enduring hope in her search to strengthen her faith in God and finally break Betts' evil hold on her soul. Still trapped in a loveless marriage, Victoria is presented with the ammunition that she needs for a divorce, but Harlan refuses to let her go. Victoria finds comfort and joy in the special new addition to her family; however, she pays the price in the growing darkness of two of her children. When confronted by Harlan's affairs, a new evil, and a lost love, Victoria looks to her family for strength and support but finds the family that she's always leaned on shaken by heartbreaking losses. Will Victoria succumb to the pain of her sorrow and stay in a loveless marriage, or has she finally found the confidence and courage to ""break the line""?",Victoria's Journey #3,,07/30/14,July 31st 2014,[],Paperback,[],,9781500679576,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432104409l/22974288._SY475_.jpg,4.0,[],99.0,1.0,,22974288-joy,,,,,100.0,2.0,160,,Createspace Independent Publishing Platform,[],,,[],,
A. Bates,Final Exam,,English,,"Kelly has always been afraid of final exams. Now she's scared to death.Something strange has been going on all week....something weird. It started with someone playing a few pranks on her at school. Trashing her locker. Stealing her purse. Then the pranks turned deadly.Someone doesn't want Kelly to graduate. They've prepared a special final exam, just for her. And she'd better not have any wrong answers ... because her life depends on it.",Point Horror,,,May 1st 1990,[],Paperback,"['Young Adult', 'Horror', 'Thriller', 'Fiction', 'Mystery', 'Childrens', 'Teen', 'Mystery Thriller', 'Suspense']",,9780590432917,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1262303980l/335693.jpg,3.54,[],55.0,1.0,,335693.Final_Exam,,,,,88.0,589.0,201,,Scholastic,"['128', '144', '244', '64', '9']",,,[],,
A. Cort Sinnes (Goodreads Author),In Your Own Backyard: How to Create and Enjoy Your Own Private Retreat,,English,,"Playful, sensitive, and imaginative, this is the essential handbook for turning any backyard into a haven of outdoor fun. Sinnes walks readers down an enchanting path through their very own yards, showing them how to create the best possible environment for outdoor living. Full color.",,,02/29/92,March 1st 1992,[],Paperback,[],,9780836279887,,,4.5,[],99.0,1.0,,4310056-in-your-own-backyard,,,,,100.0,2.0,127,,Andrews McMeel Publishing,[],,,[],,
A. Drew,The Dowling House,,,,"Since 1954, the Dowling House remained unoccupied until George and Melissa purchased it, hoping to renovate it for a profit. Their dream for a new lucrative business encounters a few challenges, but they can be easily overcome….or can they? Join George and Melissa on their amazing journey into the supernatural, but be warned, it is very engaging and you might not get out alive. ",Dark Terror #1,,,November 12th 2017,[],Kindle Edition,"['Horror', 'Fiction', 'Paranormal']",,B077CXFQSB,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510572323l/36587026._SY475_.jpg,4.23,[],98.0,1.0,,36587026-the-dowling-house,,,,,94.0,35.0,113,,Drew Publications,"['15', '15', '3', '2', '0']",,,[],,
A. Drew,BARBATUS,,,,"Barbatus was an all-powerful handsome shifter, living far away from human society. Aylin, a beautiful very ill woman with a checkered past, frantically escapes from the fury of a township. Fate steps in and throws them together, as they are taken through a journey which will test their personal strengths, both mentally and physically. The bond that they share will not only inspire but also influence an entire generation.",,,,January 3rd 2018,[],Kindle Edition,[],,B078SXVB79,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515112029l/37828755._SY475_.jpg,4.17,[],100.0,1.0,,37828755-barbatus,,,,,92.0,12.0,144,,Drew Publications,"['7', '2', '2', '0', '1']",,,[],,
A. Hatto,The Nibelungenlied,,,Literary Collections,"Written by an unknown author in the twelfth century, this powerful tale of murder and revenge reaches back to the earliest epochs of German antiquity, transforming centuries-old legend into a masterpiece of chivalric drama. Siegfried, a great prince of the Netherlands, wins the hand of the beautiful princess Kriemhild of Burgundy, by aiding her brother Gunther in his struggle to seduce a powerful Icelandic Queen. But the two women quarrel, and Siegfried is ultimately destroyed by those he trusts the most. Comparable in scope to the Iliad, this skilfully crafted work combines the fragments of half-forgotten myths to create one of the greatest epic poems - the principal version of the heroic legends used by Richard Wagner, in The Ring.",,,,1965.0,,,,0140441379,9780140441376,,http://books.google.com/books/content?id=nCV_E8HJkNUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,,,,,,,,,,,,404.0,,,,3893.0,,,,
A. Helwa (Goodreads Author),Secrets of Divine Love: A Spiritual Journey into the Heart of Islam,,,,"Are you longing to experience a more intimate and loving relationship with the Divine? Secrets of Divine Love draws upon spiritual secrets of the Qur'an, ancient mystical poetry, and stories from the world's greatest prophets and spiritual masters to help you reignite your faith, overcome your doubts, and deepen your connection with God.Through the use of scientific evidence, practical exercises, and guided meditations, you will develop the tools and awareness needed to discern and overcome your negative inner critic that prevents you from experiencing God's all-encompassing love.The passages in this book serve as a compass and guiding light that returns you to the source of divine peace and surrender. Through the principles and practices of Islam, you will learn how to unlock your spiritual potential and unveil your divine purpose. Secrets of Divine Love uses a rational, yet heart-based approach towards the Qur'an that not only enlightens the mind, but inspires the soul towards deeper intimacy with God.",,,,March 20th 2020,[],Paperback,"['Islam', 'Religion', 'Nonfiction', 'Spirituality']",,9781734231205,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583659465l/52207852._SY475_.jpg,4.63,[],100.0,1.0,,52207852-secrets-of-divine-love,,,,,95.0,366.0,386,,Naulit Inc.,"['295', '35', '17', '10', '9']",,,[],,
"A. Kirk (Goodreads Author), E. Kirk",Drop Dead Demons,,English,,"The Boys Are Back In Town! And as HEXTRAORDINARILY SEXY AS EVER! - It's the exciting Sequel to DEMONS AT DEADNIGHT! Continuing the thrill-ride adventures of Aurora and the Super Sexy HEXY KNIGHTS! -------------------------Survival. It's an on-going battle.GOING ON A TREASURE HUNT...Aurora Lahey finally knows why supernatural slayers salivate to slaughter her, but how to stop them? Not so much. Sure, she's discovered her own lethal powers, and has six sexy, super-charged, demon hunting Hex Boys watching her back--the hottest one watching every part of her. But when a seductive stranger delivers a deadly ultimatum, Aurora and the Hex Boys plunge into a do-or-die hunt for a legendary Mandatum treasure, which will finally shift power in their favor. Or unleash hell on earth.NEX MARKS THE SPOT...Pursued by demons of mythical proportions, Aurora and the Hex Boys race deeper into the shadowy world of a centuries-old mystery and brutal conspiracy, where no one and nothing is what it seems. Where love and betrayal go hand-in-hand, and trusting the wrong person not only breaks your heart, but gets you killed.DEMONS ON YOUR TAIL...Uncovering shocking secrets from the Hex Boys' past, hiding her Divinicus Nex identity, lying to her pretend-wish-he-were-real boyfriend, dodging demons, breaking into ancient tombs, taking the unexpected side trip to the dark depths of the Waiting World, tracking a traitor, and passing Physics...Aurora could do that in her sleep. Or more likely, die trying.DON'T GET CAUGHT!",Divinicus Nex Chronicles #2,,05/26/14,May 27th 2014,[],Paperback,"['Paranormal', 'Young Adult', 'Fantasy', 'Demons', 'Romance', 'Urban Fantasy', 'Magic', 'Paranormal Romance', 'Humor', 'Supernatural']",,9781494224882,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367265464l/15723916.jpg,4.28,[],292.0,3.0,,15723916-drop-dead-demons,,,,,96.0,4912.0,598,,CreateSpace Independent Publishing Platform,"['2458', '1602', '667', '136', '49']",,,[],,
"A. Kirk (Goodreads Author), E. Kirk",Demons at Deadnight,,English,,"Librarian's Note: this is an alternate cover edition for ISBN13 9781467984331.The non-stop action romantic adventure featuring the hextraordinarily sexy HEX BOYS!---------------------------------------------For seventeen-year-old Aurora Lahey, survival is a lifestyle. DEMONIC DESTINYAurora has the crappiest superpower on the planet. And it’s just unleashed a hit squad from hell. Demons are on the hunt, salivating to carve her carcass into confetti. ´CHARISMATIC KILLERSThe Hex Boys—mysterious, hunky, and notorious for their trails of destruction—have the answers Aurora needs to survive. But their overload of deadly secrets and suspicious motives makes trusting them a potentially fatal move. LETHAL ALLIESThe battle to save her family, herself, and stop demonic domination may cost Aurora everything worth living for, and force her to reveal her own dark secrets. But no worries. She needs the Hex Boys to pull this off, and, chances are, teaming up with these guys will get her killed anyway.",Divinicus Nex Chronicles #1,,01/05/12,January 7th 2012 ,[],Paperback,"['Paranormal', 'Young Adult', 'Fantasy', 'Demons', 'Romance', 'Urban Fantasy', 'Magic', 'Paranormal Romance', 'Angels', 'New Adult']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349395185l/16067683.jpg,4.13,[],582.0,6.0,,16067683-demons-at-deadnight,,,,,93.0,8436.0,404,,,"['3801', '2724', '1343', '349', '219']",,,[],,
"A. Kirk (Goodreads Author), E. Kirk",Demons in Disguise,,English,,"It's the Gotta Have Book 3 in the Bestselling Divinicus Nex Chronicles! Continuing the action-packed Divinicus Nex Chronicles, Aurora and fan-favorite hotties The Hex Boys are back with more mystery, non-stop action, romance and laugh-out-loud humor that makes this thrilling series irresistible. Come along for the ride where... Nex, Thugs, and Dead Souls Roll!…  It's murder and mayhem when Aurora risks it all to uncover the DEMONS IN DISGUISE! ------------------------------------ Survival. Time to make it their problem.  With dead bodies piling up on this side of the Waiting World and the Mandatum closing in, Aurora is so over being prey. So the hunted becomes the hunter. Targeting the dangerous traitor who wants her dead catapults Aurora out of Gossamer Falls and way past her comfort zone.  But the master of deception won’t go down easy, armed with a diabolical plan and a legion of evil to take down anyone who gets in their way…including the Hex Boys. Aurora and her six Hexy Knights dive into the belly of the Mandatum beast and wade through murky moral waters where trusting the wrong people is the only way to make things right.  What could possibly go wrong?  In Aurora’s case…everything.   ",Divinicus Nex Chronicles #3,,,December 16th 2015,[],Kindle Edition,"['Paranormal', 'Young Adult', 'Fantasy', 'Demons', 'Romance', 'Urban Fantasy', 'Magic', 'New Adult', 'Paranormal Romance', 'Reverse Harem']",,B019H2KUSI,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450358400l/28231804._SY475_.jpg,4.32,[],95.0,1.0,,28231804-demons-in-disguise,,,,,97.0,2554.0,586,,Amazon Digital Services,"['1313', '847', '312', '61', '21']",,,[],,
A. Lee Martinez (Goodreads Author),Monster,,English,,"Meet Monster. Meet Judy. Two humans who don't like each other much, but together must fight dragons, fire-breathing felines, trolls, Inuit walrus dogs, and a crazy cat lady - for the future of the universe. Monster runs a pest control agency. He's overworked and has domestic troubles - like having the girlfriend from hell. Judy works the night shift at the local Food Plus Mart. Not the most glamorous life, but Judy is happy. No one bothers her and if she has to spell things out for the night-manager every now and again, so be it. But when Judy finds a Yeti in the freezer aisle eating all the Rocky Road, her life collides with Monster's in a rather alarming fashion. Because Monster doesn't catch raccoons; he catches the things that go bump in the night. Things like ogres, trolls, and dragons. Oh, and his girlfriend from Hell? She actually ""is ""from Hell.",,,04/22/09,May 11th 2009,[],Hardcover,"['Fantasy', 'Humor', 'Urban Fantasy', 'Fiction', 'Horror', 'Paranormal', 'Supernatural', 'Comedy', 'Science Fiction', 'Science Fiction Fantasy']",,9780316041263,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302492283l/5931576.jpg,3.82,[],165.0,2.0,,5931576-monster,,,,,93.0,7913.0,295,,Orbit,"['1881', '3326', '2182', '439', '85']",,,"['Absecon, New Jersey (United States)', 'New Jersey (United States)']",,
A. Lee Martinez (Goodreads Author),Helen and Troy's Epic Road Quest,,,,"Witness the epic battle of the cyclops!Visit the endangered dragon preserve! Please, no slaying.Solve the mystery of The Mystery Cottage, if you dare!Buy some knick knacks from The Fates! They might come in handy later.On a road trip across an enchanted America, Helen and Troy will discover all this and more. If the curse placed upon them by an ancient god doesn't kill them or the pack of reluctant orc assassins don't catch up to them, Helen and Troy might reach the end their journey in one piece, where they might just end up destroying the world. Or at least a state or two.A minotaur girl, an all-American boy, a three-legged dog, and a classic car are on the road to adventure, where every exit leads to adventure. Whether they like it or not.",,,01/01/13,July 16th 2013,"['Helen Nicolaides', 'Troy Kawakami']",ebook,"['Fantasy', 'Humor', 'Fiction', 'Urban Fantasy', 'Mythology', 'Young Adult', 'Audiobook', 'Science Fiction Fantasy', 'Adventure', 'Comedy']",,9780316226448,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351100942l/15791459.jpg,4.02,['Green Mountain Book Award Nominee (2016)'],66.0,1.0,,15791459-helen-and-troy-s-epic-road-quest,,,,,96.0,2787.0,300,,Orbit,"['821', '1299', '569', '85', '13']",,,[],,
A. M. Homes,The Mistress's Daughter,,,Biography & Autobiography,"A woman who was adopted as a newborn recounts her experience of meeting her birth parents, describing how adoption affected her sense of identity, her efforts to learn about her late birth mother's personal life, and her discouragement with her birth father's unwillingness to invite her into his family.",,,,2007.0,,,,0670038385,9780670038381,,http://books.google.com/books/content?id=PjNZlxRmi9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.28,,,,,,,,,,,,256.0,,,,3218.0,,,,
A. M. Homes,Jack,,,Children of divorced parents,"A funny and engaging novel about family, growing up, and change.",,,,2004.0,,,,1862076898,9781862076891,,http://books.google.com/books/content?id=ijqDmZ3jszgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,,,,,,,,,,,,221.0,,,,1052.0,,,,
A. Manette Ansay,Vinegar Hill,,English,,"In a stark, troubling, yet ultimately triumphant celebration of self-determination, award-winning author A. Manette Ansay re-creates a stifling world of guilt and pain, and the tormented souls who inhabit it. It is 1972 when circumstance carries Ellen Grier and her family back to Holly's Field, Wisconsin. Dutifully accompanying her newly unemployed husband, Ellen has brought her two children into the home of her in-laws on Vinegar Hill -- a loveless house suffused with the settling dust of bitterness and routine -- where calculated cruelty is a way of life preserved and perpetuated in the service of a rigid, exacting, and angry God. Behind a facade of false piety, there are sins and secrets in this place that could crush a vibrant young woman's passionate spirit. And here Ellen must find the strength to endure, change, and grow in the all-pervading darkness that threatens to destroy everything she is and everyone she loves.",,,09/12/94,April 11th 2006,[],Paperback,"['Fiction', 'Contemporary', 'Historical Fiction', 'Adult Fiction', 'Family', 'Literary Fiction', 'Novels', 'Adult', 'Chick Lit', 'Relationships']",,9780060897840,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440121207l/101911._SY475_.jpg,3.39,[],99.0,1.0,,101911.Vinegar_Hill,,,,,83.0,27829.0,272,,Harper Perennial,"['4160', '8467', '10382', '3684', '1136']",,,['Wisconsin (United States)'],,
A. Manette Ansay,Midnight Champagne,,English,,"April Liesgang and Caleb Shannon have known each other for just three short months, so their Valentine's Day wedding at a chapel near the shores of Lake Michigan has both families in an uproar. As the festivities unfold (and the cash bar opens), everyone has an opinion and a lively prediction about April and Caleb's union, each the reflection of a different marital experience.Meanwhile, at the nearby Hideaway Lodge, a domestic quarrel ends in tragedy. As April and Caleb's life together begins, death parts another man and woman in angry violence—and as the two stories gradually intersect, their juxtaposition explores the tangled roots of vulnerability and desire.By the time the last polka has been danced and the bouquet tossed, Midnight Champagne has cast an extraordinary spell. From the novel's opening epigraph from Chekhov—""If you fear loneliness, then marriage is not for you""—to its final moments in the honeymoon suite, A. Manette Ansay weaves tenderness and fury, passion and wonder into a startling tapestry of love in all its paradox and power.",,,05/19/99,July 3rd 2000,[],Paperback,"['Fiction', 'Romance', 'Contemporary', 'Novels', 'Relationships', 'Literary Fiction', 'Drama', 'Book Club', 'Family', 'Literature']",,9780380729753,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349066133l/895491.jpg,3.32,['National Book Critics Circle Award Nominee for Fiction (1999)'],83.0,1.0,,895491.Midnight_Champagne,,,,,82.0,1221.0,240,,Harper Perennial,"['137', '400', '461', '166', '57']",,,[],,
A. Meredith Walters (Goodreads Author),Chasing the Tide,,,,"The powerful continuation of the story that began in Reclaiming the Sand- a tale of love and forgiveness and learning to move on from a past that has come to define you.Bully and VictimFriend and LoverPast and FutureEllie McCallum and Flynn Hendrick’s story was as painful as it was devastating. But they were able to find within each other an unlikely yet beautiful love. Despite the obstacles that tried to keep them apart.And together they rose out of the ashes of their tragic history.Now years after their life changing reunion Ellie is back in Wellston, having just graduated from college and ready to start her future with the man who taught her how to love. However, returning to a town that held so much bitterness and anger was the last place she wanted to start over.But for Flynn, who is now an art professor at the community college and firmly rooted in the place that gave them their beginning, she’d do just about anything.Yet it’s difficult building a life when you’ve only just learned how to live.And love, no matter how strong, doesn’t always conquer all.Ellie and Flynn must learn how far they are willing to go to stay together. Or whether the ghosts of the past will consume them both.Because finding a happily ever after is harder than it seems. Particularly when you’re fighting against the one thing that could destroy you.Yourself.",Reclaiming the Sand #2,,12/14/14,December 15th 2014 ,[],Paperback,"['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'Abuse', 'Mental Illness', 'College', 'Disability', 'Realistic Fiction', 'Drama']",,9781507761595,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411042136l/21914535.jpg,4.08,[],88.0,1.0,,21914535-chasing-the-tide,,,,,96.0,1775.0,254,,,"['629', '743', '326', '65', '12']",,,[],,
A. Meredith Walters (Goodreads Author),Reclaiming the Sand,,English,,"Bully and victim. Tormenter and tormented. Villain and hero. Ellie McCallum was a bully. No connection to anyone or anything. A sad and lonely existence for a young woman who had come to expect nothing more for herself. Her only happiness coming from making others miserable. Particularly Freaky Flynn. Flynn Hendrick lived a life completely disconnected even as he struggled to become something more than that boy with Asperger's. He was taunted and teased, bearing the brunt of systematic and calculated cruelty, ultimately culminating in a catastrophic turn of events that brought Ellie and Flynn’s worlds crashing down.But then Flynn and Ellie grew up. And moved on.Until years later when their paths unexpectedly cross again and the bully and the freak are face to face once more.When labels come to define you, finding yourself feels impossible. Particularly for two people disconnected from the world who inexplicably find a connection in each other. And out of the wreckage of their tragic beginnings, an unlikely love story unfolds.But a painful past doesn’t always want to let go. And old wounds are never truly healed…and sometimes the further you try to run from yourself the closer you come to who you really are.",Reclaiming the Sand #1,,,March 17th 2014,[],ebook,"['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'Abuse', 'College', 'Young Adult', 'Mental Illness', 'Disability', 'Fiction']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391753750l/18240649.jpg,4.12,[],87.0,1.0,,18240649-reclaiming-the-sand,,,,,94.0,5776.0,342,,,"['2400', '2133', '895', '222', '126']",,,[],,
A. Meredith Walters (Goodreads Author),Find You in the Dark,,English,,"Maggie Young had the market on normal. Normal friends, normal parents, normal grades.. normal life. Until him.   Clayton Reed was running from his past and an army of personal demons that threatened to take him down. He never thought he had a chance at happiness. Until her. Maggie thought their love could overcome anything. Clay thought she was all he needed to fix his messy life. That together, they could face the world. But the darkness is always waiting. Sometimes the greatest obstacle to true love is within yourself.",Find You in the Dark #1,,,October 10th 2012,"['Maggie Young', 'Clayton Reed']",Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Dark', 'Mental Illness', 'Abuse', 'Drama']",,B009PBUUDC,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359627731l/16081754.jpg,3.97,[],1089.0,10.0,,16081754-find-you-in-the-dark,,,,,91.0,26458.0,290,,"Amazon Digital Services, Inc.","['9815', '9172', '5033', '1609', '829']",,,[],,
A. Meredith Walters (Goodreads Author),Bad Rep,,English,," ""Who gives a damn about their reputation? Oh, that would be me! Especially since mine had gone straight to hell in the span of thirty minutes"". Maysie Ardin is soaking up the summer before her junior year of college, shopping, hanging by the pool and shopping some more. But when her black belt in spending lands her in trouble with her parents, she is forced to take a second job at a local bar to dig herself out of a deep financial pit.She thought she’d be miserable. But then Maysie didn’t count on Jordan Levitt, the hot, pierced and tattooed, drum playing bartender who also happens to be very interested in her. And the feelings are totally mutual.It had the makings of the perfect romantic set up. Boy meets girl. Boy likes girl. Boy has girlfriend? Okay, maybe not.But attraction is a hard thing to ignore and soon Jordan and Maysie find themselves in the middle of a gossip induced firestorm. Maysie has to learn whether she can set aside her fear of public disapproval in order to be with the one she wants. Or will she let the opinions of others dictate her life and her heart?",Bad Rep #1,,,December 21st 2012,"['Maysie Ardin', 'Jordan Levitt']",Kindle Edition,"['New Adult', 'Romance', 'College', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Music', 'Chick Lit', 'Love', 'Realistic Fiction']",,B00AQQDG1I,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351282857l/16102880.jpg,3.9,[],261.0,3.0,,16102880-bad-rep,,,,,92.0,24612.0,444,,,"['7677', '9479', '5417', '1448', '591']",,,[],,
A. Meredith Walters (Goodreads Author),Cloud Walking,,English,,"While Clay and Maggie were falling apart...Daniel and Rachel were falling in love. Rachel Bradfield has loved Daniel Lowe for most of her life. She has had to sit quietly by while he throws his feelings away on a girl who doesn’t deserve them. Rachel knows she can be everything he needs.Daniel has always known Rachel was special. She is one of his best friends. But what Daniel doesn’t realize is that the girl he has known forever might just be the one he really wants.Love pulls two people together, while tearing two others apart. As Daniel and Rachel discover the beauty of first love their best friend loses her heart to the deepest darkness. Unable to hold Maggie together, Rachel and Daniel find out that love doesn’t have to hurt and that it can change your life.",Find You in the Dark #1.5,,,January 22nd 2013,[],Kindle Edition,"['New Adult', 'Romance', 'Young Adult', 'Novella', 'High School', 'Contemporary', 'Contemporary Romance', 'Short Stories', 'Drama', 'Love']",,B00B4Y2UHW,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357550690l/16163857.jpg,3.91,[],3.0,1.0,,16163857-cloud-walking,,,,,94.0,4704.0,127,,A. Meredith Walters,"['1377', '1877', '1166', '232', '52']",,,[],,
A. Meredith Walters (Goodreads Author),Light in the Shadows,,English,,"How do you keep going when you feel like your life is over?Maggie never thought she’d see Clay again. So, she attempts to put her life back together after her heart has been shattered to pieces. Moving on and moving forward, just as Clay wanted her to.Clay never stopped thinking of Maggie. Even after ripping their lives apart and leaving her behind to get the help he so desperately needed. He is healing...slowly. But his heart still belongs to the girl who tried to save him.When a sudden tragedy brings Maggie and Clay face to face again, nothing is the same. Yet some things never change. Can the darkness that threatened to consume them be transformed into something else and finally give them what they always wanted? And can two people who fought so hard to be together, finally find their happiness? Or will their demons and fear drive them apart for good?The thing about love, is even when it destroys you, it has a way of mending what is broken. And in the shadows, you can still see the light.",Find You in the Dark #2,,,March 26th 2013,[],Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'Mental Illness', 'High School', 'Dark', 'Drama', 'Fiction']",,B00C0X71EI,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359612980l/17155039.jpg,4.22,[],462.0,5.0,,17155039-light-in-the-shadows,,,,,96.0,16412.0,318,,,"['7552', '5675', '2510', '522', '153']",,,[],,
