author,title,subtitle,language,categories,description,series,edition,firstPublishDate,published_year,characters,format,genres,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,best_sellers_rank,bookId,buybox_seller,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,product_dimensions,publisher,ratingsByStars,ratings_count,seller_name,setting,soldBy,weight
I James Forrest,Orion Surfacing,,English,,"With rich and colourful detail, Orion Surfacing takes its readers from the cold darkness of space to the lush greenery and welcoming waters of the tropics, as a brilliant young scientist delves into a mystery that has been unravelling in the jungles of Guatemala and beneath the ocean’s waves for more than a thousand years. But just as the pieces start to fall together, the realization that he is not alone in his search threatens to blow his world apart in a hail of bullets, and the fiery whoosh of gasoline igniting on the water’s surface. Undeterred, he continues on with the help of unlikely allies, and mysterious beings whom he struggles to understand. When the dust settles... everything he knows about the world, and himself, will be called into question, and nothing will ever be the same.",,,,August 12th 2015,[],Kindle Edition,"['Fiction', 'Drama', 'Contemporary', 'Epic']",,B013VVSPQK,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467538288l/30834524._SY475_.jpg,4.28,[],434.0,5.0,,30834524-orion-surfacing,,,,,95.0,345.0,349,,FriesenPress,"['155', '150', '23', '15', '2']",,,[],,
I. D. Cortez (Goodreads Author),Suspect 21 (The Perfect Medium Book 1),,,,,,,,May 28th 2020,[],Kindle Edition,[],,B089DSR9K1,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592000516l/53984364._SX318_.jpg,5.0,[],98.0,1.0,,53984364-suspect-21,,,,,100.0,3.0,,,,[],,,[],,
"I.A. Ibrahim, William Peachy (Editor), Michael Thomas (Editor), Harold S. Kuofi (Editor)",A Brief Illustrated Guide to Understanding Islam,,English,,"This introductory book on Islam serves as a good da'wah tool, explaining some of the fundamentals of Islam, as well signifying verses of the Qur'an and how they relate to science and the world around us. This Islamic guide is for non-Muslims who would like to understand Islam, Muslims (Moslems), and the Holy Quran (Koran). It is rich in information, references, bibliography, and illustrations. It has been reviewed and edited by many professors and well-educated people. It is brief and simple to read, yet contains much scientific knowledge",,2nd edition,10/29/96,May 1st 1997,[],Paperback,"['Islam', 'Religion', 'Nonfiction', 'Spirituality', 'Reference']",,9789960340111,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295684872l/471174.jpg,3.93,[],197.0,2.0,,471174.A_Brief_Illustrated_Guide_to_Understanding_Islam,,,,,84.0,615.0,76,,Darussalam Publications,"['293', '121', '103', '64', '34']",,,[],,
I.D. Blind (Goodreads Author),The Billion Dollar Girl,,English,,"The Billion Dollar Girl: a tale of vanity and greed.What will you do for money and fame?How much money do you need?Discover the story about the socialites and their worshippers in this short novella, which makes fun of their decisions and choices, such as quick marriage and divorce, tabloid addiction, immense squandering, wastefulness, and the adulation that surrounds them.",,,,September 30th 2012,[],Kindle Edition,[],,B009K5DV6Q,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349200154l/16061093.jpg,3.5,[],14.0,1.0,,16061093-the-billion-dollar-girl,,,,,75.0,16.0,72,,Sunwood,"['5', '5', '2', '1', '3']",,,[],,
I.M. Nobody,A Book About Absolutely Nothing.,,English,,"A book about absolutely nothing at all. A novel that isn't about any subject at all including fiction, nonfiction, fantasy or anything else that could be written about. This book is solely for entertainment and a conversation piece. Please do not take it seriously.",,First Edition,11/27/12,January 1st 2013,[],Paperback,"['Nonfiction', 'Art']",,9781300589464,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359225404l/17287259.jpg,4.25,[],920.0,10.0,,17287259-a-book-about-absolutely-nothing,,,,,86.0,110.0,89,,I. M. Nobody,"['77', '6', '12', '7', '8']",,,[],,
I.M. Redwright (Goodreads Author),The Sapphire Eruption: An Epic Adventure (The Sword's Choice Book 1),,,,"Once a year, the skies burn red. Upon this day, the Fire Kingdom’s priests perform their ritual: each newborn’s palm is lacerated, opened with a sacred sword, for Firia’s next ruler will be seen to shed no blood. Alas, this can prove a perilous process. When young Nokhail demonstrates his destiny, a wicked imposter attempts to slay the boy. Soldier Lumio intervenes, escaping with defenseless Noakhail—set for distant Aquadom to hide . . . and gather strength.Seventeen years later, Lumio illuminates Noakhail’s true identity, presenting Distra, his rightful sword. Training side by side, the pair devise a plan to reclaim the throne . . . but this will mean ousting a crooked king, whose warriors are everywhere. Should Noakhail hope to triumph, he’ll be forced to look inside himself and tame explosive power on the expedition homeward bound. His path will cut through all four kingdoms—each replete with danger but, in turn, a chance to grow.Meanwhile, in Aquadom’s royal palace, the water sword has chosen its heir, but envy stands to jeopardize an age of fragile peace. Indeed, a war awaits...",,,,January 16th 2020,[],Kindle Edition,['Fantasy'],,B083ZLLL3Q,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579321417l/50528553._SY475_.jpg,4.49,[],100.0,1.0,,50528553-the-sapphire-eruption,,,,,97.0,142.0,526,,,"['92', '34', '12', '2', '2']",,,[],,
I.T. Lucas (Goodreads Author),Dark Stranger: The Dream,,English,,"Smart and Spicy, The Children of The Gods Paranormal Romance Series will keep you at the edge of your seat!A fascinating blend of Mythology, Cyber-war, and a tender Shades of Grey Romance, Dark Stranger – The Dream captivates the hearts and minds of readers around the world.Since the dawn of human civilization, two warring factions of near-immortals – the descendants of the gods of old – have been secretly shaping its destiny. Kian's small clan championing progress, freedom and peace; their powerful enemy propagating ignorance, hate, and war.Leading the clandestine battle from his luxurious L.A. high-rise, Kian is surrounded by family, yet he feels alone. Descending from a single goddess – the only one to survive the ancient cataclysm that wiped out the gods and most of their immortal offspring – clan members are forbidden to each other. And as the only other known immortals are their hated enemies, Kian and his kin have been long resigned to a lonely existence of fleeting trysts with human partners. That is, until Kian's sister Amanda – a researcher of paranormal abilities – makes a game changing discovery; a mortal seeress who she believes is a dormant carrier of their genes. Ever the realist, Kian is skeptical and refuses his sister's plea to attempt the Dormant's activation. But when his enemies learn of the highly coveted soothsayer's existence and attempt to grab her, he rushes her to the safety of his keep. Inexorably drawn to Syssi's shy beauty, Kian is startled by feelings he had sworn off long ago. Tormented by past mistakes, he wrestles with his conscience as he is tempted to explore her budding interest in the spicy passions he favors.When Syssi's paranormal foresight lands her a job at Dr. Amanda Dokani's neuroscience lab, it fails to predict, not only that her boss is an immortal who would drag her into a secret, millennia-old battle over humanity's future, but the professor's imposing brother who would alter her own. Despite his better judgement, will Kian succumb to Syssi's irresistible pull? And will Syssi discover that the man igniting her startlingly dark desires is a nearly two-thousand-year-old immortal?Warning. This book contains hot scenes and adult themes. Reader discretion is advised.",The Children of the Gods #1,1st. Edition,,June 27th 2015,[],Paperback,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Gods', 'Contemporary']",,9781514335505,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438208431l/26005898._SY475_.jpg,3.65,[],357.0,4.0,,26005898-dark-stranger,,,,,82.0,11613.0,330,,Createspace Independent Publishing Platform,"['3616', '3311', '2546', '1241', '899']",,,[],,
I.V. Olokita (Goodreads Author),Reasons to Kill God,,English,,"“If you are able to write 180 pages of your memoir without putting the pen down, I might let you live…”Klaus Holland loves no one other than himself. He victimizes people for being Jews or for just being alive.He is an old Nazi criminal who escaped to Brazil and was caught and prosecuted. He is now forced to write his memoirs as part of his punishment – the same punishment he used to give Jews at the concentration camp. This punishment makes him remember and re-live his cruelty as the concentration camp commander and as a man.Deus Esperanca learns from his mother that what he believed to be his family’s history, was just a bunch of lies. He discovers that his real father is Klaus Holland – the sadistic Nazi fugitive.Having this information and his father being aware of what he knows, their lives intertwine and create chaos.",,,,December 24th 2018,[],Paperback,"['History', 'World War II']",,9781729400302,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545939407l/43374759._SY475_.jpg,3.96,[],296.0,3.0,,43374759-reasons-to-kill-god,,,,,88.0,114.0,140,,Independently published,"['52', '24', '24', '10', '4']",,,[],,
I.W. Gregorio (Goodreads Author),None of the Above,,English,,"A groundbreaking story about a teenage girl who discovers she was born intersex... and what happens when her secret is revealed to the entire school. Incredibly compelling and sensitively told, None of the Above is a thought-provoking novel that explores what it means to be a boy, a girl, or something in between.What if everything you knew about yourself changed in an instant?When Kristin Lattimer is voted homecoming queen, it seems like another piece of her ideal life has fallen into place. She's a champion hurdler with a full scholarship to college and she's madly in love with her boyfriend. In fact, she's decided that she's ready to take things to the next level with him.But Kristin's first time isn't the perfect moment she's planned—something is very wrong. A visit to the doctor reveals the truth: Kristin is intersex, which means that though she outwardly looks like a girl, she has male chromosomes, not to mention boy ""parts.""Dealing with her body is difficult enough, but when her diagnosis is leaked to the whole school, Kristin's entire identity is thrown into question. As her world unravels, can she come to terms with her new self?",,,,April 7th 2015,"['Kristin Louise Lattimer', 'Samuel Wilmington', 'Faith Wu', 'Vanessa Richardson', 'Darren Kowalski', 'Jessica Riley']",Hardcover,"['LGBT', 'Young Adult', 'Contemporary', 'Queer', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Teen', 'Intersex', 'Romance']",,9780062335319,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412996409l/22896551.jpg,3.87,[],171.0,2.0,,22896551-none-of-the-above,,,,,92.0,12775.0,328,,Balzer + Bray,"['3864', '4797', '3041', '736', '337']",,,['New York State (United States)'],,
I.W. Gregorio (Goodreads Author),This Is My Brain in Love,,English,,"Jocelyn Wu has just three wishes for her junior year: To make it through without dying of boredom, to direct a short film with her BFF Priya Venkatram, and to get at least two months into the year without being compared to or confused with Peggy Chang, the only other Chinese girl in her grade.Will Domenici has two goals: to find a paying summer internship, and to prove he has what it takes to become an editor on his school paper. Then Jocelyn's father tells her their family restaurant may be going under, and all wishes are off. Because her dad has the marketing skills of a dumpling, it's up to Jocelyn and her unlikely new employee, Will, to bring A-Plus Chinese Garden into the 21st century (or, at least, to Facebook).What starts off as a rocky partnership soon grows into something more. But family prejudices and the uncertain future of A-Plus threaten to keep Will and Jocelyn apart. It will take everything they have and more, to save the family restaurant and their budding romance.",,,,April 14th 2020,[],Hardcover,"['Romance', 'Young Adult', 'Contemporary', 'Mental Health', 'Realistic Fiction', 'Fiction', 'Young Adult Contemporary', 'Mental Illness', 'Audiobook', 'Teen']",,9780316423823,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564503751l/45170387.jpg,3.93,[],99.0,1.0,,45170387-this-is-my-brain-in-love,,,,,94.0,469.0,384,,"Little, Brown Books for Young Readers","['124', '224', '93', '22', '6']",,,[],,
Iain Banks,The Player of Games,,,Fiction,"Gurgeh, a champion game player, travels a hundred thousand light years to the Empire of Azad, where the winner of their complex game becomes emperor",,,,1997.0,,,,0061053562,9780061053566,,http://books.google.com/books/content?id=io0JAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27,,,,,,,,,,,,293.0,,,,43988.0,,,,
Iain Banks,Dead Air,,,London (England),"Iain Banks' daring new novel opens in a loft apartment in the East End, in a former factory due to be knocked down in a few days. Ken Nott is a devoutly contrarian vaguely left wing radio shock-jock living in London. After a wedding breakfast people start dropping fruits from a balcony on to a deserted carpark ten storeys below, then they start dropping other things; an old TV that doesn't work, a blown loudspeaker, beanbags, other unwanted furniture...Then they get carried away and start dropping things that are still working, while wrecking the rest of the apartment. But mobile phones start ringing and they're told to turn on a TV, because a plane has just crashed into the World Trade Centre... At ease with the volatility of modernity, Iain Banks is also our most accomplished literary writer of narrative-driven adventure stories that never ignore the injustices and moral conundrums of the real world. His new novel, displays his trademark dark wit, buoyancy and momentum.",,,,2003.0,,,,0349116644,9780349116648,,http://books.google.com/books/content?id=56RxQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51,,,,,,,,,,,,436.0,,,,5080.0,,,,
Iain Banks,Feersum Endjinn,,,Fiction,"Living the last of his eight lives, Count Alandre Sessine VII races against time to defuse a lethal conspiracy on its way to Earth, while a betrayer is fast on his heels. Original.",,,,1995.0,,,,0553374591,9780553374599,,http://books.google.com/books/content?id=-38GAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,,,,,,,,,,,,311.0,,,,311.0,,,,
Iain Banks,Use of Weapons,,,Science fiction,"The man known as Cheradenine Zakalwe was one of Special Circumstances'foremost agents, changing the destiny of planets to suit the Culture through intrigue, dirty tricks or military action. The woman known as Diziet Sma had plucked him from obscurity and pushed him towards his present eminence, but despite all their dealings she did not know him as well as she thought. The drone known as Skaffen-Amtiskaw knew both of these people. It had once saved the woman's life by massacring her attackers in a particularly bloody manner. It believed the man to be a burnt-out case. But not even its machine intelligence could see the horrors in his past.",,,,1992.0,,,,185723135X,9781857231359,,,4.19,,,,,,,,,,,,411.0,,,,30779.0,,,,
Iain Banks,Excession,,,English fiction,By the author of Feersum Endjinn. The Excession has returned but the only person who is aware of its potential is living out her death in the immense Sleeper Service ship. The Excession is something the culture must understand better - before it falls into less understanding hands.,,,,1996.0,,,,1857233948,9781857233940,,http://books.google.com/books/content?id=YqpyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,,,,,,,,,,,,451.0,,,,165.0,,,,
Iain Banks,The Bridge,,English,,"A darkly brilliant novel of self-discovery the cutting edge of experimental fiction. It leads from nowhere to nowhere, the mysterious world-spanning structure on which everyone seems to live. Rescued from the sea, devoid of personality or memory, all John Orr knows is the Bridge, his persistent dreams of war, and his desire for Chief Engineer Arrol's provocative daughter, Abberlaine.",,,10/28/86,July 5th 2001,['John Orr'],Hardcover,"['Fiction', 'Fantasy', 'Science Fiction', 'Contemporary', 'Scotland', 'Literature', 'Novels', 'Thriller', 'British Literature', 'Banks']",,9780316858540,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348880314l/249606.jpg,3.85,['Kurd-Laßwitz-Preis for Foreign Novel (1991)'],285.0,3.0,,249606.The_Bridge,,,,,92.0,10567.0,288,,"Little, Brown","['3010', '4013', '2665', '718', '161']",,,[],,
Iain Banks,Espedair Street,,,,"Daniel Weir used to be a famous - not to say infamous - rock star. Maybe still is. At thirty-one he has been both a brilliant failure and a dull success. He's made a lot of mistakes that have paid off and a lot of smart moves he'll regret forever (however long that turns out to be). Daniel Weir has gone from rags to riches and back, and managed to hold onto them both, though not much else. His friends all seem to be dead, fed up with him or just disgusted - and who can blame them? And now Daniel Weir is all alone. As he contemplates his life, Daniel realises he only has two problems: the past and the future. He knows how bad the past has been. But the future - well, the future is something else.",,,10/28/87,July 5th 2001,['Daniel Weir'],Hardcover,"['Fiction', 'Contemporary', 'Music', 'Scotland', 'Novels', 'Banks', 'Literature', 'Modern', 'Thriller', 'Literary Fiction']",,9780316858557,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330103970l/68772.jpg,3.88,[],426.0,5.0,,68772.Espedair_Street,,,,,94.0,6835.0,256,,"Little, Brown","['1882', '2756', '1778', '354', '65']",,,"['Glasgow, Scotland']",,
Iain Banks,Whit,,English,,"Isis Whit is no ordinary teenager. An innocent in the ways of the world, an ingenue when it comes to fashion, she does however rejoice in some neat healing powers, a way with animals and the exalted status of Elect of God of the Luskentyrian Sect. Part of the 1995 Scottish Book Fortnight promotion.",,,,1995,['Isis Whit'],Hardcover,"['Fiction', 'Contemporary', 'Religion', 'Novels', 'Scotland', 'Modern', 'Literature', 'British Literature', 'Coming Of Age', 'Literary Fiction']",,9780316914369,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356132227l/290569.jpg,3.83,[],91.0,1.0,,290569.Whit,,,,,94.0,6958.0,455,,"Little, Brown and Company","['1642', '2983', '1898', '366', '69']",,,"['Stirlingshire, Scotland', 'Luskentyre']",,
Iain Banks,Walking on Glass,,English,,"Graham Park is in love. But Sara ffitch is an enigma to him, a creature of almost perverse mystery. Steven Grout is paranoid - and with justice. He knows that They are out to get him. They are. Quiss, insecure in his fabulous if ramshackle castle, is forced to play interminable impossible games. The solution to the oldest of all paradoxical riddles will release him. But he must find an answer before he knows the question. Park, Grout, Quiss - no trio could be further apart. But their separate courses are set for collision.",,,10/30/85,April 1st 1992,"['Graham Park', 'Sara ffitch', 'Steven Grout']",Paperback,"['Fiction', 'Fantasy', 'Science Fiction', 'Contemporary', 'British Literature', 'Banks', 'Literary Fiction', 'Novels', 'Scotland', 'Speculative Fiction']",,9780349101781,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344606991l/567667.jpg,3.71,[],173.0,2.0,,567667.Walking_on_Glass,,,,,91.0,5721.0,341,,"Abacus (Little,Brown)","['1286', '2094', '1827', '440', '74']",,,[],,
Iain Banks,Complicity,,English,,"A few spliffs, a spot of milkd S&M, phone through the copy of tomorrow's front page, catch up with the latest from your mystery source - could be big, could be very big - in fact, just a regular day at the office for free-wheeling, substance abusing Cameron Colley, a fully paid-up Gonzo hack on an Edinburgh newspaper. The source is pretty thin, but Cameron senses a scoop and checks out a series of bizarre deaths from a few years ago - only to find that the police are checking out a series of bizarre deaths that are happening right now. And Cameron just might know more about it that he'd care to admit...",,,10/30/93,2003,['Cameron Colley'],Paperback,"['Fiction', 'Crime', 'Mystery', 'Thriller', 'Contemporary', 'Scotland', 'Novels', 'British Literature', 'Science Fiction', 'Modern']",,9780349105710,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328396807l/12014.jpg,3.86,[],174.0,2.0,,12014.Complicity,,,,,93.0,11688.0,313,,Abacus,"['3010', '5031', '2857', '592', '198']",,,"['Edinburgh, Scotland', 'Scotland']",,
Iain Banks,The Wasp Factory,,English,,"Frank, no ordinary sixteen-year-old, lives with his father outside a remote Scottish village. Their life is, to say the least, unconventional. Frank's mother abandoned them years ago: his elder brother Eric is confined to a psychiatric hospital; and his father measures out his eccentricities on an imperial scale. Frank has turned to strange acts of violence to vent his frustrations. In the bizarre daily rituals there is some solace. But when news comes of Eric's escape from the hospital Frank has to prepare the ground for his brother's inevitable return - an event that explodes the mysteries of the past and changes Frank utterly.The Wasp Factory is a work of horrifying compulsion: horrifying, because it enters a mind whose realities are not our own, whose values of life and death are alien to our society; compulsive, because the humour and compassion of that mind reach out to us all. A novel of extraordinary originality, imagination and comic ferocity.",,,10/28/84,10/28/98,"['Frank Cauldhame', 'Eric Cauldhame', 'Angus Cauldhame', 'Mrs Clamp', 'Diggs']",Paperback,"['Fiction', 'Horror', 'Thriller', 'Mystery', 'Contemporary', 'Dark', 'Drama', 'Suspense', 'Novels', 'Classics']",,9780684853154,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434940562l/567678._SY475_.jpg,3.81,['Kurd-Laßwitz-Preis for Foreign Novel (1992)'],13532.0,165.0,,567678.The_Wasp_Factory,,,,,88.0,82590.0,192,,Simon & Schuster (NYC),"['24855', '30591', '17335', '6385', '3424']",,,['Scotland'],,
Iain Banks,Stonemouth,,English,,"Stewart Gilmour is back in Stonemouth. After 5 years in exile his presence is required at the funeral of patriarch Joe Murston, and even though the last time Stu saw the Murstons he was running for his life, staying away might be even more dangerous than turning up.",,,10/29/12,April 5th 2012,['Stewart Gilmour'],Hardcover,"['Fiction', 'Scotland', 'Mystery', 'Contemporary', 'Crime', 'Thriller', 'Novels', 'Literary Fiction', 'Modern', 'Audiobook']",,9781408702505,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328115781l/11324334.jpg,3.78,[],199.0,2.0,,11324334-stonemouth,,,,,93.0,6193.0,357,,"Little, Brown","['1301', '2773', '1669', '357', '93']",,,"['Stonemouth', 'Kincardineshire, Scotland']",,
Iain Banks,The Crow Road,,English,,"""It was the day my grandmother exploded. I sat in the crematorium, listening to my Uncle Hamish quietly snoring in harmont to bach's Mass in B Minor, and I reflected that it always seemed to be death that drew me back to Gallanach."" Prentice McHoan has returned to the bosom of his complex but enduring Scottish family. Full of questions about the McHoan past, present and future, he is also deeply preoccupied: mainly with death, sex, drink, God and illegal substances...",,,10/28/92,1993,[],Paperback,"['Fiction', 'Contemporary', 'Mystery', 'Scotland', 'Thriller', 'Novels', 'Literature', 'Literary Fiction', 'Crime', 'British Literature']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330063373l/12021.jpg,4.05,[],1004.0,12.0,,12021.The_Crow_Road,,,,,94.0,19965.0,501,,Abacus,"['7289', '7991', '3516', '817', '352']",,,"['Glasgow, Scotland', 'Scotland']",,
Iain Ellis,Rebels Wit Attitude: Subversive Rock Humorists,,English,,"Rock music has been the principal outlet of youth rebellion for more than half a century, and though rock rebels have been idolized and profiled extensively, their humor has not been at the center of attention. In Rebels Wit Attitude, music writer Iain Ellis throws a spotlight on the history of humor in rock music, and its use as a weapon of anti-establishment rebellion. The performers who are the subjects of Ellis’ study are not merely musicians or comedians—they are artists whose works exude defiance and resistance. Discussing the work of iconic figures as diverse as Chuck Berry, Bob Dylan, Lou Reed, the Beastie Boys, and Madonna, Ellis reveals how issues of politics, ethics, race, and gender, among others, have energized their expressions of rock (and) humor. Rebels Wit Attitude is an entertaining look at some of the greatest rebels in American rock culture and a fascinating history of humor and dissent.",,,10/29/08,December 1st 2008,[],Paperback,"['Music', 'Humor', 'Nonfiction']",,9781593762063,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328753646l/3331789.jpg,3.41,[],87.0,1.0,,3331789-rebels-wit-attitude,,,,,86.0,29.0,256,,Soft Skull Press,"['5', '7', '13', '3', '1']",,,[],,
Iain Hope (Goodreads Author),Dark Horde Rising,,,,"A thousand years have passed since the Elder Kingdoms were lost. Once the Elder races ruled all the northern lands and their knowledge and power were legend. What calamity befell them, none now know. Centuries on and the north is a land where fell beasts and evil creatures roam unchecked, save in one place, the Wildlands of Darylor. Here mankind has slowly begun to explore and settle where once the Elder ruled, and within those lands, built amidst the ruins of a lost Elder city, lies the College of Magic. Inside, mankind seeks to rediscover the lost magics of old, but in secret one man desires the power to rule all and will stop at nothing to achieve his dream. Meanwhile, in the city of Shandrilos, in the shadow of the College of Magic, a groups of friends come together. Jon 'Bear' Madraig, fighter and mage, and his best friend the roguish swordsman and knight, Darin of Kenarth come to meet old friends and relive past adventures. The master mage, Arkadi Talcost and the beautiful druid, Rebba Korran, seek only to relax and enjoy some time away from the demands of their work and the College. For these friends, this is merely a reunion. However, for Zara Halven, the notorious Whore of Ostia, and for the monk, Garon Vale, the visit to Shandrilos is more; for one it is a chance for redemption and for the other it is a test of faith. Yet for the last of the friends, the visit to Shandrilos is the most important of all. For the huntress, Nat Bero it is a chance for forgiveness... and for revenge. These friends will be caught up in events that will change their lives forever, for the secret behind the destruction of the Elder is about to come to light... ""The fate of all can be decided by the actions of one who the gods guide to the right place at the right time. Do not underestimate the power of even the lowest to affect the paths of the mighty..."" The words of the seeress, Ry'Ina White Eyes If you are a reader of epic fantasy this is what you are looking for. If you liked Terry Brook's Shanara novels, Raymond E. Feist's Midkemia books, Harry Potter, Game of Thrones or Lord of the Rings then this is a book for you. In the same vein as the Wheel of Time and akin to the gaming fantasy of the Dragonlance books, Dark Horde Rising will propel you into a detailed new world of magic and mystery while introducing you to a whole range of new and interesting characters.",,,,December 24th 2015,[],Paperback,"['Epic', 'Fiction', 'Drama', 'Contemporary']",,9781519412041,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453650413l/28391654._SY475_.jpg,4.22,[],175.0,2.0,,28391654-dark-horde-rising,,,,,93.0,209.0,768,,Createspace Independent Publishing Platform,"['90', '94', '10', '10', '5']",,,[],,
Iain Lawrence (Goodreads Author),The Lightkeeper's Daughter,,English,,"Three years have passed since Squid McCrae last saw her parents and the remote island where she grew up. She returns now at seventeen, a young woman with a daughter in tow. The visit, she knows, will be rough. Lizzie Island- paradise to some, a stifling prison to others- brings an onslaught of memories. It is the place of Squid' s idyllic childhood, where she and her brother, Alastair, blossomed into precocious adolescents. But Lizzie Island is also the place where Alastair died. Now the past collides with the present as Squid' s homecoming unleashes bittersweet recollections, revelations, and accusations. But nothing is what it appears to be. No one possesses the complete truth, and no one is without blame.",,,,September 10th 2002,[],Hardcover,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Family', 'Teen', 'Drama', 'Contemporary', 'Adult']",,9780385729253,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172790965l/217625._SX318_.jpg,3.3,[],81.0,1.0,,217625.The_Lightkeeper_s_Daughter,,,,,81.0,306.0,256,,Delacorte Books for Young Readers,"['45', '78', '126', '38', '19']",,,['British Columbia (Canada)'],,
Iain Levison,A Working Stiff's Manifesto,"A Memoir of Thirty Jobs I Quit, Nine that Fired Me, and Three I Can't Remember",,Biography & Autobiography,"Over the course of ten years Levison worked 42 odd jobs across six states. A vivid and striking tour of wage labor in America, this book is perfect reading for anyone who has raced against the tick of a time clock.",,,,2003.0,,,,0812967941,9780812967944,,http://books.google.com/books/content?id=oyYDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,,,,,,,,,,,,164.0,,,,497.0,,,,
Iain M. Banks,The Algebraist,,,Fiction,"It is 4034 AD. Humanity has made it to the stars. Fassin Taak, a Slow Seer at the Court of the Nasqueron Dwellers, will be fortunate if he makes it to the end of the year. The Nasqueron Dwellers inhabit a gas giant on the outskirts of the galaxy, in a system awaiting its wormhole connection to the rest of civilization. In the meantime, they are dismissed as decadents living in a state of highly developed barbarism, hoarding data without order, hunting their own young and fighting pointless formal wars. Seconded to a military-religious order he's barely heard of — part of the baroque hierarchy of the Mercatoria, the latest galactic hegemony — Fassin Taak has to travel again amongst the Dwellers. He is in search of a secret hidden for half a billion years. But with each day that passes a war draws closer — a war that threatens to overwhelm everything and everyone he's ever known. Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.",,,,2006.0,,,,1597800449,9781597800440,,http://books.google.com/books/content?id=Mxg4vgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,,,,,,,,,,,,434.0,,,,14737.0,,,,
Iain M. Banks,The State of the Art,,,Fiction,"Iain M. Banks' only short-story collection, never before published in the US. Contents: * Road of Skulls * A Gift from the Culture * Odd Attachment * Descendant * Cleaning Up * Piece * The State of the Art * Scratch * A Few Notes On the Culture Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.",,,,2005.0,,,,189238938X,9781892389381,,http://books.google.com/books/content?id=AGRBvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,,,,,,,,,,,,188.0,,,,44.0,,,,
